,key_0,business_code,cust_number,name_customer,clear_date,buisness_year,posting_date,document_create_date,due_in_date,posting_id,baseline_create_date,cust_payment_terms,invoice_id,isOpen,total_open_amt(USD),Delay,bucket
61,61,U001,0200723794,MID MO llc,2020-01-19,2020.0,2020-02-27,20200227,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,124685.91,6.056390291339209,"(0, 15]"
62,62,CA02,0140105847,GORDON F llc,2020-01-15,2020.0,2020-02-27,20200227,2020-01-09 00:03:00,1.0,20200228.0,CA10,CA02,1,667.2,6.056390291339209,"(0, 15]"
63,63,U001,0200749782,KROG corp,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,72836.94,6.056390291339209,"(0, 15]"
64,64,U001,0200895843,US  trust,2020-01-19,2020.0,2020-02-27,20200227,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,61686.72,6.056390291339209,"(0, 15]"
65,65,U001,Other,Other,2020-01-19,2020.0,2020-02-27,20200227,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,29988.0,6.056390291339209,"(0, 15]"
66,66,U001,0200707741,Other,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,134427.21,6.056390291339209,"(0, 15]"
67,67,U001,0200705742,DOT associates,2020-02-05,2020.0,2020-02-27,20200227,2020-01-30 00:03:00,1.0,20200227.0,NA32,U001,1,23119.05,6.056390291339209,"(0, 15]"
68,68,U001,0200769623,WAL-MAR us,2020-01-19,2020.0,2020-02-27,20200227,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,68963.57,6.056390291339209,"(0, 15]"
69,69,U001,CCCA02,KRAFT  llc,2020-01-08,2020.0,2020-02-27,20200226,2020-01-02 00:04:00,1.0,20200227.0,NAG2,U001,1,13653.12,6.056390291339209,"(0, 15]"
70,70,U001,0200769623,WAL-MAR corporation,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,29400.46,6.056390291339209,"(0, 15]"
71,71,U001,CCU013,KRAFT F co,2020-02-02,2020.0,2020-02-27,20200225,2020-01-27 00:02:00,1.0,20200227.0,NAX2,U001,1,45158.67,6.056390291339209,"(0, 15]"
72,72,U001,0200714710,SYSCO  us,2020-01-24,2020.0,2020-02-27,20200227,2020-01-18 00:03:00,1.0,20200227.0,NAD1,U001,1,40522.15,6.056390291339209,"(0, 15]"
73,73,U001,0200769623,WAL-MAR foundation,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,8397.81,6.056390291339209,"(0, 15]"
74,74,U001,0200762301,C&S WH in,2020-01-19,2020.0,2020-02-27,20200225,2020-01-13 00:03:00,1.0,20200227.0,NAC6,U001,1,20445.58,6.056390291339209,"(0, 15]"
75,75,U001,0200769623,WAL-MAR llc,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,40224.4,6.056390291339209,"(0, 15]"
76,76,U001,CCU013,KRAFT F trust,2020-02-02,2020.0,2020-02-27,20200227,2020-01-27 00:02:00,1.0,20200227.0,NAX2,U001,1,7488.6,6.056390291339209,"(0, 15]"
77,77,U001,0200790107,ROU us,2020-01-19,2020.0,2020-02-27,20200228,2020-01-13 00:03:00,1.0,20200227.0,NAC6,U001,1,183647.1,6.056390291339209,"(0, 15]"
78,78,U001,Other,Other,2020-01-19,2020.0,2020-02-27,20200225,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,33654.32,6.056390291339209,"(0, 15]"
79,79,U001,Other,Other,2020-01-08,2020.0,2020-02-27,20200226,2020-01-02 00:05:00,1.0,20200227.0,NAGD,U001,1,107096.66,6.056390291339209,"(0, 15]"
80,80,U001,0200769623,WAL-MAR associates,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,47790.19,6.056390291339209,"(0, 15]"
81,81,U001,0200778870,C us,2020-01-19,2020.0,2020-02-27,20200225,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,20592.0,6.056390291339209,"(0, 15]"
82,82,U001,0200769623,WAL-MAR ,2020-01-19,2020.0,2020-02-27,20200225,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,59366.14,6.056390291339209,"(0, 15]"
83,83,U001,0200706844,WINC foundation,2020-01-19,2020.0,2020-02-27,20200225,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,20948.81,6.056390291339209,"(0, 15]"
84,84,U001,0200769623,WAL-MAR in,2020-01-19,2020.0,2020-02-27,20200225,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,15496.23,6.056390291339209,"(0, 15]"
85,85,U001,0200763489,Other,2020-01-08,2020.0,2020-02-27,20200227,2020-01-02 00:05:00,1.0,20200227.0,NAGD,U001,1,13101.01,6.056390291339209,"(0, 15]"
86,86,U001,0200424504,Other,2020-01-21,2020.0,2020-02-27,20200226,2020-01-15 00:03:00,1.0,20200315.0,Other,U001,1,2142.83,6.056390291339209,"(0, 15]"
87,87,U001,0200714710,SYSCO  co,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,43262.39,6.056390291339209,"(0, 15]"
88,88,U001,0200707822,PUBLI in,2020-01-19,2020.0,2020-02-27,20200227,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,82305.43,6.056390291339209,"(0, 15]"
89,89,CA02,Other,Other,2020-01-23,2020.0,2020-02-27,20200227,2020-01-17 00:03:00,1.0,20200307.0,CA10,CA02,1,8445.6,6.056390291339209,"(0, 15]"
90,90,U001,0200769623,WAL-MAR ,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,38457.02,6.056390291339209,"(0, 15]"
91,91,U001,0200780825,SYSCO FO ,2020-01-19,2020.0,2020-02-27,20200221,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,3418.18,6.056390291339209,"(0, 15]"
92,92,CA02,0140104440,SO trust,2020-01-23,2020.0,2020-02-27,20200227,2020-01-17 00:03:00,1.0,20200307.0,CA10,CA02,1,52046.89600000001,6.056390291339209,"(0, 15]"
93,93,U001,0200743123,KROGER trust,2020-01-19,2020.0,2020-02-27,20200227,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,13894.77,6.056390291339209,"(0, 15]"
94,94,U001,0200418007,AM systems,2020-01-08,2020.0,2020-02-27,20200224,2020-01-02 00:05:00,1.0,20200227.0,NAGD,U001,1,4704.0,6.056390291339209,"(0, 15]"
95,95,U001,0200769623,WAL-MAR corporation,2020-01-19,2020.0,2020-02-27,20200228,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,15083.2,6.056390291339209,"(0, 15]"
96,96,U001,0200719839,Other,2020-01-19,2020.0,2020-02-27,20200225,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,44828.74,6.056390291339209,"(0, 15]"
97,97,U001,0200769369,Other,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,78575.53,6.056390291339209,"(0, 15]"
98,98,U001,0200752302,KROGER corp,2020-01-19,2020.0,2020-02-27,20200228,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,33826.02,6.056390291339209,"(0, 15]"
99,99,U001,0200769623,WAL-MAR ,2020-01-19,2020.0,2020-02-27,20200225,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,15274.84,6.056390291339209,"(0, 15]"
100,100,U001,0200769623,WAL-MAR llc,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,41133.59,6.056390291339209,"(0, 15]"
101,101,U001,0200726979,BJ'S  corp,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,231.1,6.056390291339209,"(0, 15]"
102,102,U001,0200769623,WAL-MAR trust,2020-01-19,2020.0,2020-02-27,20200228,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,6868.4,6.056390291339209,"(0, 15]"
103,103,U001,0200799180,Other,2020-01-19,2020.0,2020-02-27,20200221,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,24058.51,6.056390291339209,"(0, 15]"
104,104,U001,200759878,SA corp,2020-01-18,2020.0,2020-02-27,20200227,2020-01-12 00:04:00,1.0,20200227.0,Other,U001,1,95272.97,6.056390291339209,"(0, 15]"
105,105,U001,Other,Other,2020-01-14,2020.0,2020-02-27,20200226,2020-01-08 00:03:00,1.0,20200227.0,NA10,U001,1,71826.75,6.056390291339209,"(0, 15]"
106,106,U001,0200424504,Other,2020-01-21,2020.0,2020-02-27,20200226,2020-01-15 00:03:00,1.0,20200315.0,Other,U001,1,4725.77,6.056390291339209,"(0, 15]"
107,107,U001,0200759878,SA us,2020-01-19,2020.0,2020-02-27,20200224,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,33109.07,6.056390291339209,"(0, 15]"
108,108,U001,0200785971,SYSCO  llc,2020-01-19,2020.0,2020-02-27,20200227,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,33093.29,6.056390291339209,"(0, 15]"
109,109,U001,CCCA02,KRAFT  foundation,2020-01-08,2020.0,2020-02-27,20200226,2020-01-02 00:04:00,1.0,20200227.0,NAG2,U001,1,7752.0,6.056390291339209,"(0, 15]"
110,110,U001,0200759878,SA corporation,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAH4,U001,1,39096.82,6.056390291339209,"(0, 15]"
111,111,U001,0200780383,MEIJ trust,2020-01-19,2020.0,2020-02-27,20200227,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,136674.17,6.056390291339209,"(0, 15]"
112,112,U001,0200704045,RA associates,2020-01-19,2020.0,2020-02-27,20200228,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,21408.9,6.056390291339209,"(0, 15]"
113,113,U001,0200772595,SAFEW associates,2020-01-19,2020.0,2020-02-27,20200225,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,16157.16,6.056390291339209,"(0, 15]"
114,114,U001,CCCA02,KRAFT  systems,2020-01-08,2020.0,2020-02-27,20200226,2020-01-02 00:04:00,1.0,20200227.0,NAG2,U001,1,19176.8,6.056390291339209,"(0, 15]"
115,115,U002,0200978592,Other,2020-01-08,2020.0,2020-02-27,20200226,2020-01-02 00:04:00,1.0,20200227.0,NAG2,U002,1,63544.28,6.056390291339209,"(0, 15]"
116,116,U001,0200706844,WINC llc,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,6047.66,6.056390291339209,"(0, 15]"
117,117,U001,0200780383,MEIJ corp,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAA8,U001,1,42871.96,6.056390291339209,"(0, 15]"
118,118,U001,0200794332,COST trust,2020-01-19,2020.0,2020-02-27,20200226,2020-01-13 00:03:00,1.0,20200227.0,NAAX,U001,1,1996.01,6.056390291339209,"(0, 15]"
119,119,U001,0200705742,DOT llc,2020-01-08,2020.0,2020-02-28,20200227,2020-01-02 00:04:00,1.0,20200228.0,Other,U001,1,52551.98,6.056390291339209,"(0, 15]"
120,120,U001,0200126819,MCLANE ,2020-01-20,2020.0,2020-02-28,20200221,2020-01-14 00:03:00,1.0,20200228.0,NAA8,U001,1,11397.72,6.056390291339209,"(0, 15]"
121,121,U001,0200705742,DOT systems,2020-02-06,2020.0,2020-02-28,20200228,2020-01-31 00:03:00,1.0,20200228.0,NA32,U001,1,4200.76,6.056390291339209,"(0, 15]"
122,122,U001,0200769623,WAL-MAR systems,2020-01-20,2020.0,2020-02-28,20200228,2020-01-14 00:03:00,1.0,20200228.0,NAH4,U001,1,43299.21,6.056390291339209,"(0, 15]"
123,123,U001,0200806580,Other,2020-01-20,2020.0,2020-02-28,20200227,2020-01-14 00:03:00,1.0,20200228.0,NAA8,U001,1,7975.21,6.056390291339209,"(0, 15]"
124,124,U001,0200769623,WAL-MAR foundation,2020-01-20,2020.0,2020-02-28,20200226,2020-01-14 00:03:00,1.0,20200228.0,NAH4,U001,1,23578.66,6.056390291339209,"(0, 15]"
125,125,CA02,0140106408,WAL-M us,2020-01-16,2020.0,2020-02-28,20200228,2020-01-10 00:03:00,1.0,20200229.0,CA10,CA02,1,46958.968,6.056390291339209,"(0, 15]"
126,126,U001,0200759878,SA corporation,2020-01-20,2020.0,2020-02-28,20200225,2020-01-14 00:03:00,1.0,20200228.0,NAH4,U001,1,15005.29,6.056390291339209,"(0, 15]"
127,127,U001,Other,Other,2020-02-06,2020.0,2020-02-28,20200222,2020-01-31 00:03:00,1.0,20200228.0,NA32,U001,1,18490.0,6.056390291339209,"(0, 15]"
128,128,CA02,0100030194,Other,2020-01-18,2020.0,2020-02-28,20200228,2020-01-12 00:03:00,1.0,20200302.0,CA10,CA02,1,15501.792000000001,6.056390291339209,"(0, 15]"
129,129,CA02,0140104409,LOB corp,2020-01-15,2020.0,2020-02-28,20200228,2020-01-09 00:03:00,1.0,20200228.0,CA10,CA02,1,53051.248,6.056390291339209,"(0, 15]"
130,130,CA02,0140106408,WAL-M co,2020-01-16,2020.0,2020-02-28,20200228,2020-01-10 00:03:00,1.0,20200229.0,CA10,CA02,1,19298.176000000003,6.056390291339209,"(0, 15]"
131,131,U001,0200712102,Other,2020-02-03,2020.0,2020-02-28,20200228,2020-01-28 00:04:00,1.0,20200228.0,Other,U001,1,84163.8,6.056390291339209,"(0, 15]"
132,132,U001,0200769623,WAL-MAR foundation,2020-01-20,2020.0,2020-02-28,20200227,2020-01-14 00:03:00,1.0,20200228.0,NAH4,U001,1,46411.74,6.056390291339209,"(0, 15]"
133,133,U001,0200769623,WAL-MAR ,2020-01-20,2020.0,2020-02-28,20200228,2020-01-14 00:03:00,1.0,20200228.0,NAH4,U001,1,57168.84,6.056390291339209,"(0, 15]"
134,134,U001,0200794332,COST ,2020-01-20,2020.0,2020-02-28,20200227,2020-01-14 00:03:00,1.0,20200228.0,NAAX,U001,1,20557.14,6.056390291339209,"(0, 15]"
135,135,U001,0200769623,WAL-MAR trust,2020-01-20,2020.0,2020-02-28,20200228,2020-01-14 00:03:00,1.0,20200228.0,NAH4,U001,1,42555.67,6.056390291339209,"(0, 15]"
136,136,CA02,0140106181,Other,2020-01-20,2020.0,2020-02-28,20200228,2020-01-14 00:03:00,1.0,20200304.0,CA10,CA02,1,11410.880000000001,6.056390291339209,"(0, 15]"
137,137,U001,0200704858,WAKE ,2020-01-20,2020.0,2020-02-28,20200227,2020-01-14 00:03:00,1.0,20200228.0,NAA8,U001,1,15634.49,6.056390291339209,"(0, 15]"
138,138,U001,0200705372,FR foundation,2020-01-20,2020.0,2020-02-28,20200227,2020-01-14 00:03:00,1.0,20200228.0,NAA8,U001,1,25842.25,6.056390291339209,"(0, 15]"
139,139,U001,0100036066,GROC in,2020-01-20,2020.0,2020-02-28,20200224,2020-01-14 00:03:00,1.0,20200228.0,NAA8,U001,1,16200.0,6.056390291339209,"(0, 15]"
140,140,U001,0200769623,WAL-MAR co,2020-01-20,2020.0,2020-02-28,20200228,2020-01-14 00:03:00,1.0,20200228.0,NAH4,U001,1,10798.07,6.056390291339209,"(0, 15]"
141,141,U001,0200772670,ASSOCIAT corp,2020-01-20,2020.0,2020-02-28,20200228,2020-01-14 00:03:00,1.0,20200228.0,NAU5,U001,1,19813.74,6.056390291339209,"(0, 15]"
